Year,Area,Party,Candidate votes,Total votes,Vote share
2022,North Dakota,Democrat,114902,361819,0.31756762359080093
2023,North Dakota,Democrat,114902,361819,0.31756762359080093
2024,North Dakota,Democrat,114902,361819,0.31756762359080093
2021,North Dakota,Other,11322,361819,0.03129188903844187
2022,North Dakota,Other,11322,361819,0.03129188903844187
2023,North Dakota,Other,11322,361819,0.03129188903844187
2024,North Dakota,Other,11322,361819,0.03129188903844187
2021,North Dakota,Republican,235595,361819,0.6511404873707572
2022,North Dakota,Republican,235595,361819,0.6511404873707572
2023,North Dakota,Republican,235595,361819,0.6511404873707572
2024,North Dakota,Republican,235595,361819,0.6511404873707572
2021,Ohio,Democrat,2679165,5922202,0.45239338340705026
2022,Ohio,Democrat,2679165,5922202,0.45239338340705026
2023,Ohio,Democrat,2679165,5922202,0.45239338340705026
2024,Ohio,Democrat,2679165,5922202,0.45239338340705026
2021,Ohio,Other,88203,5922202,0.014893615584203308
2022,Ohio,Other,88203,5922202,0.014893615584203308
2023,Ohio,Other,88203,5922202,0.014893615584203308
2024,Ohio,Other,88203,5922202,0.014893615584203308
2021,Ohio,Republican,3154834,5922202,0.5327130010087464
2022,Ohio,Republican,3154834,5922202,0.5327130010087464
2023,Ohio,Republican,3154834,5922202,0.5327130010087464
2024,Ohio,Republican,3154834,5922202,0.5327130010087464
2021,Oklahoma,Democrat,503890,1560699,0.32286174335986634
2022,Oklahoma,Democrat,503890,1560699,0.32286174335986634
2023,Oklahoma,Democrat,503890,1560699,0.32286174335986634
2024,Oklahoma,Democrat,503890,1560699,0.32286174335986634
2021,Oklahoma,Other,36529,1560699,0.02340553815950417
2022,Oklahoma,Other,36529,1560699,0.02340553815950417
2023,Oklahoma,Other,36529,1560699,0.02340553815950417
2024,Oklahoma,Other,36529,1560699,0.02340553815950417
2021,Oklahoma,Republican,1020280,1560699,0.6537327184806295
2022,Oklahoma,Republican,1020280,1560699,0.6537327184806295
2023,Oklahoma,Republican,1020280,1560699,0.6537327184806295
2024,Oklahoma,Republican,1020280,1560699,0.6537327184806295
2021,Oregon,Democrat,1340383,2374321,0.5645331865404888
2022,Oregon,Democrat,1340383,2374321,0.5645331865404888
2023,Oregon,Democrat,1340383,2374321,0.5645331865404888
2024,Oregon,Democrat,1340383,2374321,0.5645331865404888
2021,Oregon,Other,75490,2374321,0.031794352996077614
2022,Oregon,Other,75490,2374321,0.031794352996077614
2023,Oregon,Other,75490,2374321,0.031794352996077614
2024,Oregon,Other,75490,2374321,0.031794352996077614
2021,Oregon,Republican,958448,2374321,0.4036724604634335
2022,Oregon,Republican,958448,2374321,0.4036724604634335
2023,Oregon,Republican,958448,2374321,0.4036724604634335
2024,Oregon,Republican,958448,2374321,0.4036724604634335
2021,Pennsylvania,Democrat,3458229,6915283,0.5000849567544814
2022,Pennsylvania,Democrat,3458229,6915283,0.5000849567544814
2023,Pennsylvania,Democrat,3458229,6915283,0.5000849567544814
2024,Pennsylvania,Democrat,3458229,6915283,0.5000849567544814
2021,Pennsylvania,Other,79380,6915283,0.011478922843793956
2022,Pennsylvania,Other,79380,6915283,0.011478922843793956
2023,Pennsylvania,Other,79380,6915283,0.011478922843793956
2024,Pennsylvania,Other,79380,6915283,0.011478922843793956
2021,Pennsylvania,Republican,3377674,6915283,0.4884361204017247
2022,Pennsylvania,Republican,3377674,6915283,0.4884361204017247
2023,Pennsylvania,Republican,3377674,6915283,0.4884361204017247
2024,Pennsylvania,Republican,3377674,6915283,0.4884361204017247
2021,Rhode Island,Democrat,307486,516990,0.5947619876593357
2022,Rhode Island,Democrat,307486,516990,0.5947619876593357
2023,Rhode Island,Democrat,307486,516990,0.5947619876593357
2024,Rhode Island,Democrat,307486,516990,0.5947619876593357
2021,Rhode Island,Other,9582,516990,0.018534207624905704
2022,Rhode Island,Other,9582,516990,0.018534207624905704
2023,Rhode Island,Other,9582,516990,0.018534207624905704
2024,Rhode Island,Other,9582,516990,0.018534207624905704
2021,Rhode Island,Republican,199922,516990,0.38670380471575855
2022,Rhode Island,Republican,199922,516990,0.38670380471575855
2023,Rhode Island,Republican,199922,516990,0.38670380471575855
2024,Rhode Island,Republican,199922,516990,0.38670380471575855
2021,South Carolina,Democrat,1091541,2514096,0.43416838497813925
2022,South Carolina,Democrat,1091541,2514096,0.43416838497813925
2023,South Carolina,Democrat,1091541,2514096,0.43416838497813925
2024,South Carolina,Democrat,1091541,2514096,0.43416838497813925
2021,South Carolina,Other,37452,2514096,0.014896805849895946
2022,South Carolina,Other,37452,2514096,0.014896805849895946
2023,South Carolina,Other,37452,2514096,0.014896805849895946
2024,South Carolina,Other,37452,2514096,0.014896805849895946
2021,South Carolina,Republican,1385103,2514096,0.5509348091719648
2022,South Carolina,Republican,1385103,2514096,0.5509348091719648
2023,South Carolina,Republican,1385103,2514096,0.5509348091719648
2024,South Carolina,Republican,1385103,2514096,0.5509348091719648
2021,South Dakota,Democrat,150471,422609,0.3560525213613529
2022,South Dakota,Democrat,150471,422609,0.3560525213613529
2023,South Dakota,Democrat,150471,422609,0.3560525213613529
2024,South Dakota,Democrat,150471,422609,0.3560525213613529
2021,South Dakota,Other,11095,422609,0.02625358191614471
2022,South Dakota,Other,11095,422609,0.02625358191614471
2023,South Dakota,Other,11095,422609,0.02625358191614471
2024,South Dakota,Other,11095,422609,0.02625358191614471
2021,South Dakota,Republican,261043,422609,0.6176938967225024
2022,South Dakota,Republican,261043,422609,0.6176938967225024
2023,South Dakota,Republican,261043,422609,0.6176938967225024
2024,South Dakota,Republican,261043,422609,0.6176938967225024
2021,Tennessee,Democrat,1143711,3053851,0.37451434271023704
2022,Tennessee,Democrat,1143711,3053851,0.37451434271023704
2023,Tennessee,Democrat,1143711,3053851,0.37451434271023704
2024,Tennessee,Democrat,1143711,3053851,0.37451434271023704
2021,Tennessee,Other,57665,3053851,0.018882715626924822
2022,Tennessee,Other,57665,3053851,0.018882715626924822
2023,Tennessee,Other,57665,3053851,0.018882715626924822
2024,Tennessee,Other,57665,3053851,0.018882715626924822
2021,Tennessee,Republican,1852475,3053851,0.6066029416628381
2022,Tennessee,Republican,1852475,3053851,0.6066029416628381
2023,Tennessee,Republican,1852475,3053851,0.6066029416628381
2024,Tennessee,Republican,1852475,3053851,0.6066029416628381
2021,Texas,Democrat,5259126,11315056,0.4647900991387051
2022,Texas,Democrat,5259126,11315056,0.4647900991387051
2023,Texas,Democrat,5259126,11315056,0.4647900991387051
2024,Texas,Democrat,5259126,11315056,0.4647900991387051
2021,Texas,Other,165583,11315056,0.014633864825768427
2022,Texas,Other,165583,11315056,0.014633864825768427
2023,Texas,Other,165583,11315056,0.014633864825768427
2024,Texas,Other,165583,11315056,0.014633864825768427
2021,Texas,Republican,5890347,11315056,0.5205760360355265
2022,Texas,Republican,5890347,11315056,0.5205760360355265
2023,Texas,Republican,5890347,11315056,0.5205760360355265
2024,Texas,Republican,5890347,11315056,0.5205760360355265
2021,Utah,Democrat,560282,1488289,0.37646048583306063
2022,Utah,Democrat,560282,1488289,0.37646048583306063
2023,Utah,Democrat,560282,1488289,0.37646048583306063
2024,Utah,Democrat,560282,1488289,0.37646048583306063
2021,Utah,Other,62867,1488289,0.04224112386774343
2022,Utah,Other,62867,1488289,0.04224112386774343
2023,Utah,Other,62867,1488289,0.04224112386774343
2024,Utah,Other,62867,1488289,0.04224112386774343
2021,Utah,Republican,865140,1488289,0.5812983902991959
2022,Utah,Republican,865140,1488289,0.5812983902991959
2023,Utah,Republican,865140,1488289,0.5812983902991959
2024,Utah,Republican,865140,1488289,0.5812983902991959
2021,Vermont,Democrat,242820,370968,0.6545578055250049
2022,Vermont,Democrat,242820,370968,0.6545578055250049
2023,Vermont,Democrat,242820,370968,0.6545578055250049
2024,Vermont,Democrat,242820,370968,0.6545578055250049
2021,Vermont,Other,15444,370968,0.04163162321278385
2022,Vermont,Other,15444,370968,0.04163162321278385
2023,Vermont,Other,15444,370968,0.04163162321278385
2024,Vermont,Other,15444,370968,0.04163162321278385
2021,Vermont,Republican,112704,370968,0.3038105712622113
2022,Vermont,Republican,112704,370968,0.3038105712622113
2023,Vermont,Republican,112704,370968,0.3038105712622113
2024,Vermont,Republican,112704,370968,0.3038105712622113
2021,Virginia,Democrat,2413568,4460524,0.5410951717780242
2022,Virginia,Democrat,2413568,4460524,0.5410951717780242
2023,Virginia,Democrat,2413568,4460524,0.5410951717780242
2024,Virginia,Democrat,2413568,4460524,0.5410951717780242
2021,Virginia,Other,84526,4460524,0.018949791549154316
2022,Virginia,Other,84526,4460524,0.018949791549154316
2023,Virginia,Other,84526,4460524,0.018949791549154316
2024,Virginia,Other,84526,4460524,0.018949791549154316
2021,Virginia,Republican,1962430,4460524,0.4399550366728214
2022,Virginia,Republican,1962430,4460524,0.4399550366728214
2023,Virginia,Republican,1962430,4460524,0.4399550366728214
2024,Virginia,Republican,1962430,4460524,0.4399550366728214
2021,Washington,Democrat,2369612,4087631,0.5797030113530306
2022,Washington,Democrat,2369612,4087631,0.5797030113530306
2023,Washington,Democrat,2369612,4087631,0.5797030113530306
2024,Washington,Democrat,2369612,4087631,0.5797030113530306
2021,Washington,Other,133368,4087631,0.03262721121353664
2022,Washington,Other,133368,4087631,0.03262721121353664
2023,Washington,Other,133368,4087631,0.03262721121353664
2024,Washington,Other,133368,4087631,0.03262721121353664
2021,Washington,Republican,1584651,4087631,0.3876697774334327
2022,Washington,Republican,1584651,4087631,0.3876697774334327
2023,Washington,Republican,1584651,4087631,0.3876697774334327
2024,Washington,Republican,1584651,4087631,0.3876697774334327
2021,West Virginia,Democrat,235984,794652,0.29696521244519614
2022,West Virginia,Democrat,235984,794652,0.29696521244519614
2023,West Virginia,Democrat,235984,794652,0.29696521244519614
2024,West Virginia,Democrat,235984,794652,0.29696521244519614
2021,West Virginia,Other,13286,794652,0.01671926830864328
2022,West Virginia,Other,13286,794652,0.01671926830864328
2023,West Virginia,Other,13286,794652,0.01671926830864328
2024,West Virginia,Other,13286,794652,0.01671926830864328
2021,West Virginia,Republican,545382,794652,0.6863155192461606
2022,West Virginia,Republican,545382,794652,0.6863155192461606
2023,West Virginia,Republican,545382,794652,0.6863155192461606
2024,West Virginia,Republican,545382,794652,0.6863155192461606
2021,Wisconsin,Democrat,1630866,3298041,0.4944953686142774
2022,Wisconsin,Democrat,1630866,3298041,0.4944953686142774
2023,Wisconsin,Democrat,1630866,3298041,0.4944953686142774
2024,Wisconsin,Democrat,1630866,3298041,0.4944953686142774
2021,Wisconsin,Other,56991,3298041,0.01728025818963439
2022,Wisconsin,Other,56991,3298041,0.01728025818963439
2023,Wisconsin,Other,56991,3298041,0.01728025818963439
2024,Wisconsin,Other,56991,3298041,0.01728025818963439
2021,Wisconsin,Republican,1610184,3298041,0.48822437319608825
2022,Wisconsin,Republican,1610184,3298041,0.48822437319608825
2023,Wisconsin,Republican,1610184,3298041,0.48822437319608825
2024,Wisconsin,Republican,1610184,3298041,0.48822437319608825
2021,Wyoming,Democrat,73491,278503,0.26387866557990397
2022,Wyoming,Democrat,73491,278503,0.26387866557990397
2023,Wyoming,Democrat,73491,278503,0.26387866557990397
2024,Wyoming,Democrat,73491,278503,0.26387866557990397
2021,Wyoming,Other,11453,278503,0.04112343493606891
2022,Wyoming,Other,11453,278503,0.04112343493606891
2023,Wyoming,Other,11453,278503,0.04112343493606891
2024,Wyoming,Other,11453,278503,0.04112343493606891
2021,Wyoming,Republican,193559,278503,0.6949978994840271
2022,Wyoming,Republican,193559,278503,0.6949978994840271
2023,Wyoming,Republican,193559,278503,0.6949978994840271
2024,Wyoming,Republican,193559,278503,0.6949978994840271
2014,Midwest,Democrat,15790893,31166926,0.5066554526423299
2015,Midwest,Democrat,15790893,31166926,0.5066554526423299
2016,Midwest,Democrat,15790893,31166926,0.5066554526423299
2014,Midwest,Other,532735,31166926,0.017092959376231072
2015,Midwest,Other,532735,31166926,0.017092959376231072
2016,Midwest,Other,532735,31166926,0.017092959376231072
2014,Midwest,Republican,14843298,31166926,0.476251587981439
2015,Midwest,Republican,14843298,31166926,0.476251587981439
2016,Midwest,Republican,14843298,31166926,0.476251587981439
2014,Northeast,Democrat,13513444,23420792,0.5769849286053179
2015,Northeast,Democrat,13513444,23420792,0.5769849286053179
2016,Northeast,Democrat,13513444,23420792,0.5769849286053179
2014,Northeast,Other,830127,23420792,0.03544401914333213
2015,Northeast,Other,830127,23420792,0.03544401914333213
2016,Northeast,Other,830127,23420792,0.03544401914333213
2014,Northeast,Republican,9077221,23420792,0.38757105225135
2015,Northeast,Republican,9077221,23420792,0.38757105225135
2016,Northeast,Republican,9077221,23420792,0.38757105225135
2014,Northwest,Democrat,13599666,24679884,0.5510425413668881
2015,Northwest,Democrat,13599666,24679884,0.5510425413668881
2016,Northwest,Democrat,13599666,24679884,0.5510425413668881
2014,Northwest,Other,660513,24679884,0.02676321331169952
2015,Northwest,Other,660513,24679884,0.02676321331169952
2016,Northwest,Other,660513,24679884,0.02676321331169952
2014,Northwest,Republican,10419705,24679884,0.42219424532141236
2015,Northwest,Republican,10419705,24679884,0.42219424532141236
2016,Northwest,Republican,10419705,24679884,0.42219424532141236
2014,Southeast,Democrat,17655776,37460660,0.47131513433025474
2015,Southeast,Democrat,17655776,37460660,0.47131513433025474
2016,Southeast,Democrat,17655776,37460660,0.47131513433025474
2014,Southeast,Other,505601,37460660,0.013496852431323954
2015,Southeast,Other,505601,37460660,0.013496852431323954
2016,Southeast,Other,505601,37460660,0.013496852431323954
2014,Southeast,Republican,19299283,37460660,0.5151880132384213
2015,Southeast,Republican,19299283,37460660,0.5151880132384213
2016,Southeast,Republican,19299283,37460660,0.5151880132384213
2014,Southwest,Democrat,5192238,12411735,0.41833297278744674
2015,Southwest,Democrat,5192238,12411735,0.41833297278744674
2016,Southwest,Democrat,5192238,12411735,0.41833297278744674
2014,Southwest,Other,188887,11076863,0.017052391096648935
2015,Southwest,Other,188887,11076863,0.017052391096648935
2016,Southwest,Other,188887,11076863,0.017052391096648935
2014,Southwest,Republican,7030610,12411735,0.5664486069030639
2015,Southwest,Republican,7030610,12411735,0.5664486069030639
2016,Southwest,Republican,7030610,12411735,0.5664486069030639
2017,Midwest,Democrat,14184551,31605352,0.4488021838832866
2018,Midwest,Democrat,14184551,31605352,0.4488021838832866
2019,Midwest,Democrat,14184551,31605352,0.4488021838832866
2020,Midwest,Democrat,14184551,31605352,0.4488021838832866
2017,Midwest,Other,1861731,31605352,0.05890556131126146
2018,Midwest,Other,1861731,31605352,0.05890556131126146
2019,Midwest,Other,1861731,31605352,0.05890556131126146
2020,Midwest,Other,1861731,31605352,0.05890556131126146
2017,Midwest,Republican,15559070,31605352,0.4922922548054519
2018,Midwest,Republican,15559070,31605352,0.4922922548054519
2019,Midwest,Republican,15559070,31605352,0.4922922548054519
2020,Midwest,Republican,15559070,31605352,0.4922922548054519
2017,Northeast,Democrat,13484635,25116072,0.5368926717521753
2018,Northeast,Democrat,13484635,25116072,0.5368926717521753
2019,Northeast,Democrat,13484635,25116072,0.5368926717521753
2020,Northeast,Democrat,13484635,25116072,0.5368926717521753
2017,Northeast,Other,1810226,25116072,0.0720744071764088
2018,Northeast,Other,1810226,25116072,0.0720744071764088
2019,Northeast,Other,1810226,25116072,0.0720744071764088
2020,Northeast,Other,1810226,25116072,0.0720744071764088
2017,Northeast,Republican,9821211,25116072,0.39103292107141596
2018,Northeast,Republican,9821211,25116072,0.39103292107141596
2019,Northeast,Republican,9821211,25116072,0.39103292107141596
2020,Northeast,Republican,9821211,25116072,0.39103292107141596
2017,Northwest,Democrat,14494208,26736713,0.54210882242705
2018,Northwest,Democrat,14494208,26736713,0.54210882242705
2019,Northwest,Democrat,14494208,26736713,0.54210882242705
2020,Northwest,Democrat,14494208,26736713,0.54210882242705
2017,Northwest,Other,2369844,26736713,0.08863632563958031
2018,Northwest,Other,2369844,26736713,0.08863632563958031
2019,Northwest,Other,2369844,26736713,0.08863632563958031
2020,Northwest,Other,2369844,26736713,0.08863632563958031
2017,Northwest,Republican,9872661,26736713,0.36925485193336965
2018,Northwest,Republican,9872661,26736713,0.36925485193336965
2019,Northwest,Republican,9872661,26736713,0.36925485193336965
2020,Northwest,Republican,9872661,26736713,0.36925485193336965
2017,Southeast,Democrat,17669208,39535348,0.4469217774433148
2018,Southeast,Democrat,17669208,39535348,0.4469217774433148
2019,Southeast,Democrat,17669208,39535348,0.4469217774433148
2020,Southeast,Democrat,17669208,39535348,0.4469217774433148
2017,Southeast,Other,1632663,39535348,0.041296285035862086
2018,Southeast,Other,1632663,39535348,0.041296285035862086
2019,Southeast,Other,1632663,39535348,0.041296285035862086
2020,Southeast,Other,1632663,39535348,0.041296285035862086
2017,Southeast,Republican,20233477,39535348,0.5117819375208231
2018,Southeast,Republican,20233477,39535348,0.5117819375208231
2019,Southeast,Republican,20233477,39535348,0.5117819375208231
2020,Southeast,Republican,20233477,39535348,0.5117819375208231
2017,Southwest,Democrat,5844686,13793702,0.4237213476121204
2018,Southwest,Democrat,5844686,13793702,0.4237213476121204
2019,Southwest,Democrat,5844686,13793702,0.4237213476121204
2020,Southwest,Democrat,5844686,13793702,0.4237213476121204
2017,Southwest,Other,742765,13793702,0.05384812576058262
2018,Southwest,Other,742765,13793702,0.05384812576058262
2019,Southwest,Other,742765,13793702,0.05384812576058262
2020,Southwest,Other,742765,13793702,0.05384812576058262
2017,Southwest,Republican,7206251,13793702,0.522430526627297
2018,Southwest,Republican,7206251,13793702,0.522430526627297
2019,Southwest,Republican,7206251,13793702,0.522430526627297
2020,Southwest,Republican,7206251,13793702,0.522430526627297
2021,Midwest,Democrat,16767833,34942783,0.4798654131240777
2022,Midwest,Democrat,16767833,34942783,0.4798654131240777
2023,Midwest,Democrat,16767833,34942783,0.4798654131240777
2024,Midwest,Democrat,16767833,34942783,0.4798654131240777
2021,Midwest,Other,658307,34942783,0.018839569819038168
2022,Midwest,Other,658307,34942783,0.018839569819038168
2023,Midwest,Other,658307,34942783,0.018839569819038168
2024,Midwest,Other,658307,34942783,0.018839569819038168
2021,Midwest,Republican,17516643,34942783,0.5012950170568841
2022,Midwest,Republican,17516643,34942783,0.5012950170568841
2023,Midwest,Republican,17516643,34942783,0.5012950170568841
2024,Midwest,Republican,17516643,34942783,0.5012950170568841
2021,Northeast,Democrat,16170881,28130678,0.5748486047865607
2022,Northeast,Democrat,16170881,28130678,0.5748486047865607
2023,Northeast,Democrat,16170881,28130678,0.5748486047865607
2024,Northeast,Democrat,16170881,28130678,0.5748486047865607
2021,Northeast,Other,533115,28130678,0.01895137401238605
2022,Northeast,Other,533115,28130678,0.01895137401238605
2023,Northeast,Other,533115,28130678,0.01895137401238605
2024,Northeast,Other,533115,28130678,0.01895137401238605
2021,Northeast,Republican,11426682,28130678,0.4062000212010532
2022,Northeast,Republican,11426682,28130678,0.4062000212010532
2023,Northeast,Republican,11426682,28130678,0.4062000212010532
2024,Northeast,Republican,11426682,28130678,0.4062000212010532
2021,Northwest,Democrat,19013571,32825983,0.5792232025465924
2022,Northwest,Democrat,19013571,32825983,0.5792232025465924
2023,Northwest,Democrat,19013571,32825983,0.5792232025465924
2024,Northwest,Democrat,19013571,32825983,0.5792232025465924
2021,Northwest,Other,885152,32825983,0.026964980759296684
2022,Northwest,Other,885152,32825983,0.026964980759296684
2023,Northwest,Other,885152,32825983,0.026964980759296684
2024,Northwest,Other,885152,32825983,0.026964980759296684
2021,Northwest,Republican,12927260,32825983,0.39381181669411086
2022,Northwest,Republican,12927260,32825983,0.39381181669411086
2023,Northwest,Republican,12927260,32825983,0.39381181669411086
2024,Northwest,Republican,12927260,32825983,0.39381181669411086
2021,Southeast,Democrat,21379850,45442013,0.47048641969271915
2022,Southeast,Democrat,21379850,45442013,0.47048641969271915
2023,Southeast,Democrat,21379850,45442013,0.47048641969271915
2024,Southeast,Democrat,21379850,45442013,0.47048641969271915
2021,Southeast,Other,690809,45442013,0.015201989401305792
2022,Southeast,Other,690809,45442013,0.015201989401305792
2023,Southeast,Other,690809,45442013,0.015201989401305792
2024,Southeast,Other,690809,45442013,0.015201989401305792
2021,Southeast,Republican,23371354,45442013,0.514311590905975
2022,Southeast,Republican,23371354,45442013,0.514311590905975
2023,Southeast,Republican,23371354,45442013,0.514311590905975
2024,Southeast,Republican,23371354,45442013,0.514311590905975
2021,Southwest,Democrat,7936773,17187046,0.4617880815586343
2022,Southwest,Democrat,7936773,17187046,0.4617880815586343
2023,Southwest,Democrat,7936773,17187046,0.4617880815586343
2024,Southwest,Democrat,7936773,17187046,0.4617880815586343
2021,Southwest,Other,276066,17187046,0.016062446100394447
2022,Southwest,Other,276066,17187046,0.016062446100394447
2023,Southwest,Other,276066,17187046,0.016062446100394447
2024,Southwest,Other,276066,17187046,0.016062446100394447
2021,Southwest,Republican,8974207,17187046,0.5221494723409712
2022,Southwest,Republican,8974207,17187046,0.5221494723409712
2023,Southwest,Republican,8974207,17187046,0.5221494723409712
2024,Southwest,Republican,8974207,17187046,0.5221494723409712
2014,United States,Democrat,65752017,129139997,0.5091530008321125
2015,United States,Democrat,65752017,129139997,0.5091530008321125
2016,United States,Democrat,65752017,129139997,0.5091530008321125
2014,United States,Other,2717863,127805125,0.021265680855912468
2015,United States,Other,2717863,127805125,0.021265680855912468
2016,United States,Other,2717863,127805125,0.021265680855912468
2014,United States,Republican,60670117,129139997,0.46980113372621496
2015,United States,Republican,60670117,129139997,0.46980113372621496
2016,United States,Republican,60670117,129139997,0.46980113372621496
2017,United States,Democrat,65677288,136787187,0.4801421057076055
2018,United States,Democrat,65677288,136787187,0.4801421057076055
2019,United States,Democrat,65677288,136787187,0.4801421057076055
2020,United States,Democrat,65677288,136787187,0.4801421057076055
2017,United States,Other,8417229,136787187,0.06153521528299284
2018,United States,Other,8417229,136787187,0.06153521528299284
2019,United States,Other,8417229,136787187,0.06153521528299284
2020,United States,Other,8417229,136787187,0.06153521528299284
2017,United States,Republican,62692670,136787187,0.45832267900940166
2018,United States,Republican,62692670,136787187,0.45832267900940166
2019,United States,Republican,62692670,136787187,0.45832267900940166
2020,United States,Republican,62692670,136787187,0.45832267900940166
2021,United States,Democrat,81268908,158528503,0.5126454010607796
2022,United States,Democrat,81268908,158528503,0.5126454010607796
2023,United States,Democrat,81268908,158528503,0.5126454010607796
2024,United States,Democrat,81268908,158528503,0.5126454010607796
2021,United States,Other,3043449,158528503,0.019198118586914305
2022,United States,Other,3043449,158528503,0.019198118586914305
2023,United States,Other,3043449,158528503,0.019198118586914305
2024,United States,Other,3043449,158528503,0.019198118586914305
2021,United States,Republican,74216146,158528503,0.4681564803523061
2022,United States,Republican,74216146,158528503,0.4681564803523061
2023,United States,Republican,74216146,158528503,0.4681564803523061
2024,United States,Republican,74216146,158528503,0.4681564803523061
